id,County,pop2014
42085,"Mercer County, Pennsylvania",114884
42087,"Mifflin County, Pennsylvania",46552
42089,"Monroe County, Pennsylvania",166314
42091,"Montgomery County, Pennsylvania",816857
42093,"Montour County, Pennsylvania",18641
42095,"Northampton County, Pennsylvania",300654
42097,"Northumberland County, Pennsylvania",93944
42099,"Perry County, Pennsylvania",45634
42101,"Philadelphia County, Pennsylvania",1560297
42103,"Pike County, Pennsylvania",56191
42105,"Potter County, Pennsylvania",17206
42107,"Schuylkill County, Pennsylvania",145797
42109,"Snyder County, Pennsylvania",40323
42111,"Somerset County, Pennsylvania",76218
42113,"Sullivan County, Pennsylvania",6339
42115,"Susquehanna County, Pennsylvania",41920
42117,"Tioga County, Pennsylvania",42274
42119,"Union County, Pennsylvania",44874
42121,"Venango County, Pennsylvania",53529
42123,"Warren County, Pennsylvania",40703
42125,"Washington County, Pennsylvania",208187
42127,"Wayne County, Pennsylvania",51401
42129,"Westmoreland County, Pennsylvania",359320
42131,"Wyoming County, Pennsylvania",28131
42133,"York County, Pennsylvania",440755
44001,"Bristol County, Rhode Island",49060
44003,"Kent County, Rhode Island",165128
44005,"Newport County, Rhode Island",82358
44007,"Providence County, Rhode Island",631974
44009,"Washington County, Rhode Island",126653
45001,"Abbeville County, South Carolina",24965
45003,"Aiken County, South Carolina",164753
45005,"Allendale County, South Carolina",9695
45007,"Anderson County, South Carolina",192810
45009,"Bamberg County, South Carolina",15182
45011,"Barnwell County, South Carolina",21959
45013,"Beaufort County, South Carolina",175852
45015,"Berkeley County, South Carolina",198205
45017,"Calhoun County, South Carolina",14878
45019,"Charleston County, South Carolina",381015
45021,"Cherokee County, South Carolina",56024
45023,"Chester County, South Carolina",32337
45025,"Chesterfield County, South Carolina",46125
45027,"Clarendon County, South Carolina",34113
45029,"Colleton County, South Carolina",37771
45031,"Darlington County, South Carolina",67799
45033,"Dillon County, South Carolina",31127
45035,"Dorchester County, South Carolina",148469
45037,"Edgefield County, South Carolina",26553
45039,"Fairfield County, South Carolina",22976
45041,"Florence County, South Carolina",139231
45043,"Georgetown County, South Carolina",60773
45045,"Greenville County, South Carolina",482752
45047,"Greenwood County, South Carolina",69520
45049,"Hampton County, South Carolina",20405
45051,"Horry County, South Carolina",298832
45053,"Jasper County, South Carolina",27170
45055,"Kershaw County, South Carolina",63161
45057,"Lancaster County, South Carolina",83160
45059,"Laurens County, South Carolina",66533
45061,"Lee County, South Carolina",18343
45063,"Lexington County, South Carolina",277888
45065,"McCormick County, South Carolina",9846
45067,"Marion County, South Carolina",31933
45069,"Marlboro County, South Carolina",27924
45071,"Newberry County, South Carolina",37783
45073,"Oconee County, South Carolina",75192
45075,"Orangeburg County, South Carolina",90090
45077,"Pickens County, South Carolina",120368
45079,"Richland County, South Carolina",401566
45081,"Saluda County, South Carolina",20026
45083,"Spartanburg County, South Carolina",293542
45085,"Sumter County, South Carolina",107919
45087,"Union County, South Carolina",27876
45089,"Williamsburg County, South Carolina",32695
45091,"York County, South Carolina",245346
46003,"Aurora County, South Dakota",2745
46005,"Beadle County, South Dakota",18169
46007,"Bennett County, South Dakota",3430
46009,"Bon Homme County, South Dakota",7023
46011,"Brookings County, South Dakota",33314
46013,"Brown County, South Dakota",38408
46015,"Brule County, South Dakota",5309
46017,"Buffalo County, South Dakota",2077
46019,"Butte County, South Dakota",10298
46021,"Campbell County, South Dakota",1386
46023,"Charles Mix County, South Dakota",9287
46025,"Clark County, South Dakota",3645
46027,"Clay County, South Dakota",13932
46029,"Codington County, South Dakota",27938
46031,"Corson County, South Dakota",4182
46033,"Custer County, South Dakota",8445
46035,"Davison County, South Dakota",19885
46037,"Day County, South Dakota",5588
46039,"Deuel County, South Dakota",4312
46041,"Dewey County, South Dakota",5662
46043,"Douglas County, South Dakota",2973
46045,"Edmunds County, South Dakota",3983
46047,"Fall River County, South Dakota",6845
46049,"Faulk County, South Dakota",2357
46051,"Grant County, South Dakota",7241
46053,"Gregory County, South Dakota",4217
46055,"Haakon County, South Dakota",1847
46057,"Hamlin County, South Dakota",5989
46059,"Hand County, South Dakota",3345
46061,"Hanson County, South Dakota",3419
46063,"Harding County, South Dakota",1250
46065,"Hughes County, South Dakota",17642
46067,"Hutchinson County, South Dakota",7200
46069,"Hyde County, South Dakota",1396
46071,"Jackson County, South Dakota",3274
46073,"Jerauld County, South Dakota",2007
46075,"Jones County, South Dakota",975
46077,"Kingsbury County, South Dakota",5075
46079,"Lake County, South Dakota",12368
46081,"Lawrence County, South Dakota",24657
46083,"Lincoln County, South Dakota",51548
46085,"Lyman County, South Dakota",3877
46087,"McCook County, South Dakota",5649
46089,"McPherson County, South Dakota",2429
46091,"Marshall County, South Dakota",4683
46093,"Meade County, South Dakota",26951
46095,"Mellette County, South Dakota",2100
46097,"Miner County, South Dakota",2316
46099,"Minnehaha County, South Dakota",182882
46101,"Moody County, South Dakota",6367
46103,"Pennington County, South Dakota",108242
46105,"Perkins County, South Dakota",3033
46107,"Potter County, South Dakota",2340
46109,"Roberts County, South Dakota",10374
46111,"Sanborn County, South Dakota",2336
46113,"Shannon County, South Dakota",14218
46115,"Spink County, South Dakota",6598
46117,"Stanley County, South Dakota",2983
46119,"Sully County, South Dakota",1438
46121,"Todd County, South Dakota",9882
46123,"Tripp County, South Dakota",5512
46125,"Turner County, South Dakota",8272
46127,"Union County, South Dakota",15029
46129,"Walworth County, South Dakota",5511
46135,"Yankton County, South Dakota",22684
46137,"Ziebach County, South Dakota",2826
47001,"Anderson County, Tennessee",75528
47003,"Bedford County, Tennessee",46627
47005,"Benton County, Tennessee",16145
47007,"Bledsoe County, Tennessee",13931
47009,"Blount County, Tennessee",126339
47011,"Bradley County, Tennessee",102975
47013,"Campbell County, Tennessee",39918
47015,"Cannon County, Tennessee",13757
47017,"Carroll County, Tennessee",28370
47019,"Carter County, Tennessee",56886
47021,"Cheatham County, Tennessee",39764
47023,"Chester County, Tennessee",17379
47025,"Claiborne County, Tennessee",31592
47027,"Clay County, Tennessee",7765
47029,"Cocke County, Tennessee",35374
47031,"Coffee County, Tennessee",53623
47033,"Crockett County, Tennessee",14668
47035,"Cumberland County, Tennessee",57985
47037,"Davidson County, Tennessee",668347
47039,"Decatur County, Tennessee",11666
47041,"DeKalb County, Tennessee",19268
47043,"Dickson County, Tennessee",50575
47045,"Dyer County, Tennessee",37935
47047,"Fayette County, Tennessee",39011
47049,"Fentress County, Tennessee",17855
47051,"Franklin County, Tennessee",41402
47053,"Gibson County, Tennessee",49472
47055,"Giles County, Tennessee",28853
47057,"Grainger County, Tennessee",22864
47059,"Greene County, Tennessee",68335
47061,"Grundy County, Tennessee",13425
47063,"Hamblen County, Tennessee",63036
47065,"Hamilton County, Tennessee",351220
47067,"Hancock County, Tennessee",6657
47069,"Hardeman County, Tennessee",25965
47071,"Hardin County, Tennessee",25870
47073,"Hawkins County, Tennessee",56735
47075,"Haywood County, Tennessee",18185
47077,"Henderson County, Tennessee",28009
47079,"Henry County, Tennessee",32204
47081,"Hickman County, Tennessee",24384
47083,"Houston County, Tennessee",8267
47085,"Humphreys County, Tennessee",18135
47087,"Jackson County, Tennessee",11568
47089,"Jefferson County, Tennessee",52677
47091,"Johnson County, Tennessee",17859
47093,"Knox County, Tennessee",448644
47095,"Lake County, Tennessee",7631
47097,"Lauderdale County, Tennessee",27382
47099,"Lawrence County, Tennessee",42274
47101,"Lewis County, Tennessee",11906
47103,"Lincoln County, Tennessee",33637
47105,"Loudon County, Tennessee",50771
47107,"McMinn County, Tennessee",52626
47109,"McNairy County, Tennessee",26267
47111,"Macon County, Tennessee",23003
47113,"Madison County, Tennessee",98178
47115,"Marion County, Tennessee",28407
47117,"Marshall County, Tennessee",31269
47119,"Maury County, Tennessee",85515
47121,"Meigs County, Tennessee",11701
47123,"Monroe County, Tennessee",45233
47125,"Montgomery County, Tennessee",189961
47127,"Moore County, Tennessee",6319
47129,"Morgan County, Tennessee",21660
47131,"Obion County, Tennessee",30941
47133,"Overton County, Tennessee",22028
47135,"Perry County, Tennessee",7822
47137,"Pickett County, Tennessee",5124
47139,"Polk County, Tennessee",16730
47141,"Putnam County, Tennessee",74165
47143,"Rhea County, Tennessee",32641
47145,"Roane County, Tennessee",52748
47147,"Robertson County, Tennessee",68079
47149,"Rutherford County, Tennessee",288906
47151,"Scott County, Tennessee",21987
47153,"Sequatchie County, Tennessee",14704
47155,"Sevier County, Tennessee",95110
47157,"Shelby County, Tennessee",938803
47159,"Smith County, Tennessee",19009
47161,"Stewart County, Tennessee",13279
47163,"Sullivan County, Tennessee",157047
47165,"Sumner County, Tennessee",172706
47167,"Tipton County, Tennessee",61623
47169,"Trousdale County, Tennessee",8002
47171,"Unicoi County, Tennessee",17963
47173,"Union County, Tennessee",19113
47175,"Van Buren County, Tennessee",5633
47177,"Warren County, Tennessee",39969
47179,"Washington County, Tennessee",126242
47181,"Wayne County, Tennessee",16913
47183,"Weakley County, Tennessee",34373
47185,"White County, Tennessee",26301
47187,"Williamson County, Tennessee",205226
47189,"Wilson County, Tennessee",125376
48001,"Anderson County, Texas",57627
48003,"Andrews County, Texas",17477
48005,"Angelina County, Texas",87750
48007,"Aransas County, Texas",24972
48009,"Archer County, Texas",8811
48011,"Armstrong County, Texas",1955
48013,"Atascosa County, Texas",47774
48015,"Austin County, Texas",29114
48017,"Bailey County, Texas",6910
48019,"Bandera County, Texas",20892
48021,"Bastrop County, Texas",78069
48023,"Baylor County, Texas",3592
48025,"Bee County, Texas",32863
48027,"Bell County, Texas",329140
48029,"Bexar County, Texas",1855866
48031,"Blanco County, Texas",10812
48033,"Borden County, Texas",652
48035,"Bosque County, Texas",17780
48037,"Bowie County, Texas",93275
48039,"Brazoria County, Texas",338124
48041,"Brazos County, Texas",209152
48043,"Brewster County, Texas",9173
48045,"Briscoe County, Texas",1536
48047,"Brooks County, Texas",7194
48049,"Brown County, Texas",37653
48051,"Burleson County, Texas",17253
48053,"Burnet County, Texas",44943
48055,"Caldwell County, Texas",39810
48057,"Calhoun County, Texas",21797
48059,"Callahan County, Texas",13513
48061,"Cameron County, Texas",420392
48063,"Camp County, Texas",12621
48065,"Carson County, Texas",6013
48067,"Cass County, Texas",30261
48069,"Castro County, Texas",7781
48071,"Chambers County, Texas",38145
48073,"Cherokee County, Texas",50902
48075,"Childress County, Texas",7089
48077,"Clay County, Texas",10370
48079,"Cochran County, Texas",2935
48081,"Coke County, Texas",3254
48083,"Coleman County, Texas",8430
48085,"Collin County, Texas",885241
48087,"Collingsworth County, Texas",3017
48089,"Colorado County, Texas",20719
48091,"Comal County, Texas",123694
48093,"Comanche County, Texas",13550
48095,"Concho County, Texas",4050
48097,"Cooke County, Texas",38761
48099,"Coryell County, Texas",75562
48101,"Cottle County, Texas",1415
48103,"Crane County, Texas",4950
48105,"Crockett County, Texas",3812
48107,"Crosby County, Texas",5899
48109,"Culberson County, Texas",2266
48111,"Dallam County, Texas",7135
48113,"Dallas County, Texas",2518638
48115,"Dawson County, Texas",13372
48117,"Deaf Smith County, Texas",19195
48119,"Delta County, Texas",5238
48121,"Denton County, Texas",753363
48123,"DeWitt County, Texas",20684
48125,"Dickens County, Texas",2218
48127,"Dimmit County, Texas",11089
48129,"Donley County, Texas",3543
48131,"Duval County, Texas",11533
48133,"Eastland County, Texas",18176
48135,"Ector County, Texas",153904
48137,"Edwards County, Texas",1879
48139,"Ellis County, Texas",159317
48141,"El Paso County, Texas",833487
48143,"Erath County, Texas",40147
48145,"Falls County, Texas",16989
48147,"Fannin County, Texas",33752
48149,"Fayette County, Texas",24833
48151,"Fisher County, Texas",3831
48153,"Floyd County, Texas",5949
48155,"Foard County, Texas",1275
48157,"Fort Bend County, Texas",685345
48159,"Franklin County, Texas",10600
48161,"Freestone County, Texas",19762
48163,"Frio County, Texas",18531
48165,"Gaines County, Texas",19425
48167,"Galveston County, Texas",314198
48169,"Garza County, Texas",6435
48171,"Gillespie County, Texas",25520
48173,"Glasscock County, Texas",1291
48175,"Goliad County, Texas",7549
48177,"Gonzales County, Texas",20462
48179,"Gray County, Texas",23044
48181,"Grayson County, Texas",123534
48183,"Gregg County, Texas",123204
48185,"Grimes County, Texas",27172
48187,"Guadalupe County, Texas",147250
48189,"Hale County, Texas",34720
48191,"Hall County, Texas",3147
48193,"Hamilton County, Texas",8199
48195,"Hansford County, Texas",5509
48197,"Hardeman County, Texas",3928
48199,"Hardin County, Texas",55621
48201,"Harris County, Texas",4441370
48203,"Harrison County, Texas",67336
48205,"Hartley County, Texas",6089
48207,"Haskell County, Texas",5769
48209,"Hays County, Texas",185025
48211,"Hemphill County, Texas",4180
48213,"Henderson County, Texas",79290
48215,"Hidalgo County, Texas",831073
48217,"Hill County, Texas",34848
48219,"Hockley County, Texas",23577
48221,"Hood County, Texas",53921
48223,"Hopkins County, Texas",35921
48225,"Houston County, Texas",22741
48227,"Howard County, Texas",36651
48229,"Hudspeth County, Texas",3211
48231,"Hunt County, Texas",88493
48233,"Hutchinson County, Texas",21773
48235,"Irion County, Texas",1574
48237,"Jack County, Texas",8855
48239,"Jackson County, Texas",14739
48241,"Jasper County, Texas",35552
48243,"Jeff Davis County, Texas",2204
48245,"Jefferson County, Texas",252235
48247,"Jim Hogg County, Texas",5255
48249,"Jim Wells County, Texas",41353
48251,"Johnson County, Texas",157456
48253,"Jones County, Texas",19936
48255,"Karnes County, Texas",14906
48257,"Kaufman County, Texas",111236
48259,"Kendall County, Texas",38880
48261,"Kenedy County, Texas",400
48263,"Kent County, Texas",785
48265,"Kerr County, Texas",50562
48267,"Kimble County, Texas",4438
48269,"King County, Texas",262
48271,"Kinney County, Texas",3526
48273,"Kleberg County, Texas",32190
48275,"Knox County, Texas",3858
48277,"Lamar County, Texas",49523
48279,"Lamb County, Texas",13574
48281,"Lampasas County, Texas",20156
48283,"La Salle County, Texas",7474
48285,"Lavaca County, Texas",19721
48287,"Lee County, Texas",16742
48289,"Leon County, Texas",16861
48291,"Liberty County, Texas",78117
48293,"Limestone County, Texas",23524
48295,"Lipscomb County, Texas",3553
48297,"Live Oak County, Texas",12091
48299,"Llano County, Texas",19510
48301,"Loving County, Texas",86
48303,"Lubbock County, Texas",293974
48305,"Lynn County, Texas",5771
48307,"McCulloch County, Texas",8199
48309,"McLennan County, Texas",243441
48311,"McMullen County, Texas",805
48313,"Madison County, Texas",13861
48315,"Marion County, Texas",10149
48317,"Martin County, Texas",5460
48319,"Mason County, Texas",4071
48321,"Matagorda County, Texas",36519
48323,"Maverick County, Texas",57023
48325,"Medina County, Texas",47894
48327,"Menard County, Texas",2147
48329,"Midland County, Texas",155830
48331,"Milam County, Texas",24256
48333,"Mills County, Texas",4870
48335,"Mitchell County, Texas",9076
48337,"Montague County, Texas",19416
48339,"Montgomery County, Texas",518947
48341,"Moore County, Texas",22148
48343,"Morris County, Texas",12743
48345,"Motley County, Texas",1153
48347,"Nacogdoches County, Texas",65301
48349,"Navarro County, Texas",48195
48351,"Newton County, Texas",14138
48353,"Nolan County, Texas",15093
48355,"Nueces County, Texas",356221
48357,"Ochiltree County, Texas",10758
48359,"Oldham County, Texas",2070
48361,"Orange County, Texas",83433
48363,"Palo Pinto County, Texas",28096
48365,"Panola County, Texas",23769
48367,"Parker County, Texas",123164
48369,"Parmer County, Texas",9908
48371,"Pecos County, Texas",15893
48373,"Polk County, Texas",46079
48375,"Potter County, Texas",121627
48377,"Presidio County, Texas",6976
48379,"Rains County, Texas",11032
48381,"Randall County, Texas",128220
48383,"Reagan County, Texas",3755
48385,"Real County, Texas",3371
48387,"Red River County, Texas",12446
48389,"Reeves County, Texas",14349
48391,"Refugio County, Texas",7302
48393,"Roberts County, Texas",928
48395,"Robertson County, Texas",16500
48397,"Rockwall County, Texas",87809
48399,"Runnels County, Texas",10416
48401,"Rusk County, Texas",53923
48403,"Sabine County, Texas",10350
48405,"San Augustine County, Texas",8610
48407,"San Jacinto County, Texas",27099
48409,"San Patricio County, Texas",66915
48411,"San Saba County, Texas",5622
48413,"Schleicher County, Texas",3162
48415,"Scurry County, Texas",17328
48417,"Shackelford County, Texas",3343
48419,"Shelby County, Texas",25515
48421,"Sherman County, Texas",3084
48423,"Smith County, Texas",218842
48425,"Somervell County, Texas",8694
48427,"Starr County, Texas",62955
48429,"Stephens County, Texas",9405
48431,"Sterling County, Texas",1339
48433,"Stonewall County, Texas",1403
48435,"Sutton County, Texas",3972
48437,"Swisher County, Texas",7581
48439,"Tarrant County, Texas",1945360
48441,"Taylor County, Texas",135143
48443,"Terrell County, Texas",927
48445,"Terry County, Texas",12739
48447,"Throckmorton County, Texas",1608
48449,"Titus County, Texas",32506
48451,"Tom Green County, Texas",116608
48453,"Travis County, Texas",1151145
48455,"Trinity County, Texas",14224
48457,"Tyler County, Texas",21418
48459,"Upshur County, Texas",40354
48461,"Upton County, Texas",3454
48463,"Uvalde County, Texas",27117
48465,"Val Verde County, Texas",48974
48467,"Van Zandt County, Texas",52910
48469,"Victoria County, Texas",91081
48471,"Walker County, Texas",69789
48473,"Waller County, Texas",46820
48475,"Ward County, Texas",11625
48477,"Washington County, Texas",34438
48479,"Webb County, Texas",266673
48481,"Wharton County, Texas",41168
48483,"Wheeler County, Texas",5714
48485,"Wichita County, Texas",132355
48487,"Wilbarger County, Texas",12973
48489,"Willacy County, Texas",21903
48491,"Williamson County, Texas",489250
48493,"Wilson County, Texas",46402
48495,"Winkler County, Texas",7821
48497,"Wise County, Texas",61638
48499,"Wood County, Texas",42852
48501,"Yoakum County, Texas",8286
48503,"Young County, Texas",18350
48505,"Zapata County, Texas",14319
48507,"Zavala County, Texas",12267
49001,"Beaver County, Utah",6461
49003,"Box Elder County, Utah",51518
49005,"Cache County, Utah",118343
49007,"Carbon County, Utah",20660
49009,"Daggett County, Utah",1117
49011,"Davis County, Utah",329692
49013,"Duchesne County, Utah",20380
49015,"Emery County, Utah",10631
49017,"Garfield County, Utah",5024
49019,"Grand County, Utah",9429
49021,"Iron County, Utah",47269
49023,"Juab County, Utah",10486
49025,"Kane County, Utah",7254
49027,"Millard County, Utah",12606
49029,"Morgan County, Utah",10608
49031,"Piute County, Utah",1484
49033,"Rich County, Utah",2293
49035,"Salt Lake County, Utah",1091742
49037,"San Juan County, Utah",15251
49039,"Sanpete County, Utah",28477
49041,"Sevier County, Utah",20773
49043,"Summit County, Utah",39105
49045,"Tooele County, Utah",61598
49047,"Uintah County, Utah",36867
49049,"Utah County, Utah",560974
49051,"Wasatch County, Utah",27714
49053,"Washington County, Utah",151948
49055,"Wayne County, Utah",2723
49057,"Weber County, Utah",240475
50001,"Addison County, Vermont",37009
50003,"Bennington County, Vermont",36445
50005,"Caledonia County, Vermont",30981
50007,"Chittenden County, Vermont",160531
50009,"Essex County, Vermont",6125
50011,"Franklin County, Vermont",48642
50013,"Grand Isle County, Vermont",6994
50015,"Lamoille County, Vermont",25082
50017,"Orange County, Vermont",28859
50019,"Orleans County, Vermont",27082
50021,"Rutland County, Vermont",60086
50023,"Washington County, Vermont",58998
50025,"Windham County, Vermont",43714
50027,"Windsor County, Vermont",56014
51001,"Accomack County, Virginia",33021
51003,"Albemarle County, Virginia",104489
51005,"Alleghany County, Virginia",15820
51007,"Amelia County, Virginia",12855
51009,"Amherst County, Virginia",32041
51011,"Appomattox County, Virginia",15279
51013,"Arlington County, Virginia",226908
51015,"Augusta County, Virginia",73862
51017,"Bath County, Virginia",4563
51019,"Bedford County, Virginia",76583
51021,"Bland County, Virginia",6625
51023,"Botetourt County, Virginia",33100
51025,"Brunswick County, Virginia",16498
51027,"Buchanan County, Virginia",23106
51029,"Buckingham County, Virginia",16913
51031,"Campbell County, Virginia",54885
51033,"Caroline County, Virginia",29778
51035,"Carroll County, Virginia",29621
51036,"Charles City County, Virginia",7023
51037,"Charlotte County, Virginia",12225
51041,"Chesterfield County, Virginia",332499
51043,"Clarke County, Virginia",14423
51045,"Craig County, Virginia",5234
51047,"Culpeper County, Virginia",49166
51049,"Cumberland County, Virginia",9827
51051,"Dickenson County, Virginia",15308
51053,"Dinwiddie County, Virginia",27859
51057,"Essex County, Virginia",11103
51059,"Fairfax County, Virginia",1137538
51061,"Fauquier County, Virginia",68248
51063,"Floyd County, Virginia",15578
51065,"Fluvanna County, Virginia",26092
51067,"Franklin County, Virginia",56358
51069,"Frederick County, Virginia",82377
51071,"Giles County, Virginia",16815
51073,"Gloucester County, Virginia",37141
51075,"Goochland County, Virginia",21936
51077,"Grayson County, Virginia",15093
51079,"Greene County, Virginia",19031
51081,"Greensville County, Virginia",11681
51083,"Halifax County, Virginia",35200
51085,"Hanover County, Virginia",101918
51087,"Henrico County, Virginia",321924
51089,"Henry County, Virginia",52081
51091,"Highland County, Virginia",2248
51093,"Isle of Wight County, Virginia",36007
51095,"James City County, Virginia",72583
51097,"King and Queen County, Virginia",7175
51099,"King George County, Virginia",25371
51101,"King William County, Virginia",16186
51103,"Lancaster County, Virginia",11044
51105,"Lee County, Virginia",24951
51107,"Loudoun County, Virginia",363050
51109,"Louisa County, Virginia",34348
51111,"Lunenburg County, Virginia",12466
51113,"Madison County, Virginia",13157
51115,"Mathews County, Virginia",8836
51117,"Mecklenburg County, Virginia",31192
51119,"Middlesex County, Virginia",10696
51121,"Montgomery County, Virginia",97244
51125,"Nelson County, Virginia",14850
51127,"New Kent County, Virginia",20021
51131,"Northampton County, Virginia",12121
51133,"Northumberland County, Virginia",12251
51135,"Nottoway County, Virginia",15579
51137,"Orange County, Virginia",35026
51139,"Page County, Virginia",23848
51141,"Patrick County, Virginia",18264
51143,"Pittsylvania County, Virginia",62383
51145,"Powhatan County, Virginia",28449
51147,"Prince Edward County, Virginia",23074
51149,"Prince George County, Virginia",37333
51153,"Prince William County, Virginia",446094
51155,"Pulaski County, Virginia",34322
51157,"Rappahannock County, Virginia",7361
51159,"Richmond County, Virginia",8902
51161,"Roanoke County, Virginia",93785
51163,"Rockbridge County, Virginia",22327
51165,"Rockingham County, Virginia",78171
51167,"Russell County, Virginia",28023
51169,"Scott County, Virginia",22384
51171,"Shenandoah County, Virginia",43021
51173,"Smyth County, Virginia",31555
51175,"Southampton County, Virginia",18059
51177,"Spotsylvania County, Virginia",129188
51179,"Stafford County, Virginia",139992
51181,"Surry County, Virginia",6790
51183,"Sussex County, Virginia",11767
51185,"Tazewell County, Virginia",43452
51187,"Warren County, Virginia",38987
51191,"Washington County, Virginia",54729
51193,"Westmoreland County, Virginia",17477
51195,"Wise County, Virginia",39935
51197,"Wythe County, Virginia",29121
51199,"York County, Virginia",66342
51510,"Alexandria city, Virginia",150575
51520,"Bristol city, Virginia",17184
51530,"Buena Vista city, Virginia",6603
51540,"Charlottesville city, Virginia",45593
51550,"Chesapeake city, Virginia",233371
51570,"Colonial Heights city, Virginia",17731
51580,"Covington city, Virginia",5802
51590,"Danville city, Virginia",42444
51595,"Emporia city, Virginia",5462
51600,"Fairfax city, Virginia",24483
51610,"Falls Church city, Virginia",13601
51620,"Franklin city, Virginia",8526
51630,"Fredericksburg city, Virginia",28350
51640,"Galax city, Virginia",7014
51650,"Hampton city, Virginia",136879
51660,"Harrisonburg city, Virginia",52478
51670,"Hopewell city, Virginia",22196
51678,"Lexington city, Virginia",7311
51680,"Lynchburg city, Virginia",79047
51683,"Manassas city, Virginia",42081
51685,"Manassas Park city, Virginia",15174
51690,"Martinsville city, Virginia",13711
51700,"Newport News city, Virginia",182965
51710,"Norfolk city, Virginia",245428
51720,"Norton city, Virginia",4031
51730,"Petersburg city, Virginia",32701
51735,"Poquoson city, Virginia",12048
51740,"Portsmouth city, Virginia",96004
51750,"Radford city, Virginia",17646
51760,"Richmond city, Virginia",217853
51770,"Roanoke city, Virginia",99428
51775,"Salem city, Virginia",25483
51790,"Staunton city, Virginia",24538
51800,"Suffolk city, Virginia",86806
51810,"Virginia Beach city, Virginia",450980
51820,"Waynesboro city, Virginia",21366
51830,"Williamsburg city, Virginia",14691
51840,"Winchester city, Virginia",27543
53001,"Adams County, Washington",19179
53003,"Asotin County, Washington",22189
53005,"Benton County, Washington",186486
53007,"Chelan County, Washington",74588
53009,"Clallam County, Washington",72715
53011,"Clark County, Washington",451008
53013,"Columbia County, Washington",3985
53015,"Cowlitz County, Washington",102133
53017,"Douglas County, Washington",39804
53019,"Ferry County, Washington",7667
53021,"Franklin County, Washington",87809
53023,"Garfield County, Washington",2215
53025,"Grant County, Washington",93147
53027,"Grays Harbor County, Washington",70818
53029,"Island County, Washington",79275
53031,"Jefferson County, Washington",30228
53033,"King County, Washington",2079967
53035,"Kitsap County, Washington",254183
53037,"Kittitas County, Washington",42522
53039,"Klickitat County, Washington",20861
53041,"Lewis County, Washington",75128
53043,"Lincoln County, Washington",10250
53045,"Mason County, Washington",60711
53047,"Okanogan County, Washington",41290
53049,"Pacific County, Washington",20561
53051,"Pend Oreille County, Washington",12985
53053,"Pierce County, Washington",831928
53055,"San Juan County, Washington",16015
53057,"Skagit County, Washington",120365
53059,"Skamania County, Washington",11340
53061,"Snohomish County, Washington",759583
53063,"Spokane County, Washington",484318
53065,"Stevens County, Washington",43650
53067,"Thurston County, Washington",265851
53069,"Wahkiakum County, Washington",4067
53071,"Walla Walla County, Washington",59844
53073,"Whatcom County, Washington",208351
53075,"Whitman County, Washington",46827
53077,"Yakima County, Washington",247687
54001,"Barbour County, West Virginia",16766
54003,"Berkeley County, West Virginia",110497
54005,"Boone County, West Virginia",23714
54007,"Braxton County, West Virginia",14463
54009,"Brooke County, West Virginia",23530
54011,"Cabell County, West Virginia",97109
54013,"Calhoun County, West Virginia",7513
54015,"Clay County, West Virginia",8941
54017,"Doddridge County, West Virginia",8391
54019,"Fayette County, West Virginia",45132
54021,"Gilmer County, West Virginia",8618
54023,"Grant County, West Virginia",11687
54025,"Greenbrier County, West Virginia",35450
54027,"Hampshire County, West Virginia",23483
54029,"Hancock County, West Virginia",30112
54031,"Hardy County, West Virginia",13923
54033,"Harrison County, West Virginia",68761
54035,"Jackson County, West Virginia",29126
54037,"Jefferson County, West Virginia",55713
54039,"Kanawha County, West Virginia",190223
54041,"Lewis County, West Virginia",16414
54043,"Lincoln County, West Virginia",21561
54045,"Logan County, West Virginia",35348
54047,"McDowell County, West Virginia",20448
54049,"Marion County, West Virginia",56803
54051,"Marshall County, West Virginia",32416
54053,"Mason County, West Virginia",27016
54055,"Mercer County, West Virginia",61785
54057,"Mineral County, West Virginia",27578
54059,"Mingo County, West Virginia",25716
54061,"Monongalia County, West Virginia",103463
54063,"Monroe County, West Virginia",13582
54065,"Morgan County, West Virginia",17453
54067,"Nicholas County, West Virginia",25827
54069,"Ohio County, West Virginia",43328
54071,"Pendleton County, West Virginia",7371
54073,"Pleasants County, West Virginia",7634
54075,"Pocahontas County, West Virginia",8662
54077,"Preston County, West Virginia",33788
54079,"Putnam County, West Virginia",56770
54081,"Raleigh County, West Virginia",78241
54083,"Randolph County, West Virginia",29429
54085,"Ritchie County, West Virginia",10011
54087,"Roane County, West Virginia",14664
54089,"Summers County, West Virginia",13417
54091,"Taylor County, West Virginia",17069
54093,"Tucker County, West Virginia",6927
54095,"Tyler County, West Virginia",9098
54097,"Upshur County, West Virginia",24731
54099,"Wayne County, West Virginia",41122
54101,"Webster County, West Virginia",8834
54103,"Wetzel County, West Virginia",15988
54105,"Wirt County, West Virginia",5845
54107,"Wood County, West Virginia",86237
54109,"Wyoming County, West Virginia",22598
55001,"Adams County, Wisconsin",20215
55003,"Ashland County, Wisconsin",16103
55005,"Barron County, Wisconsin",45455
55007,"Bayfield County, Wisconsin",14985
55009,"Brown County, Wisconsin",256670
55011,"Buffalo County, Wisconsin",13188
55013,"Burnett County, Wisconsin",15328
55015,"Calumet County, Wisconsin",49491
55017,"Chippewa County, Wisconsin",63460
55019,"Clark County, Wisconsin",34423
